0.50000 -1.98864e-04
0.51904 -2.03555e-04
0.53808 -2.08138e-04
0.55711 -2.12585e-04
0.57615 -2.16720e-04
0.59519 -2.20283e-04
0.61423 -2.23048e-04
0.63327 -2.24825e-04
0.65230 -2.25386e-04
0.67134 -2.24460e-04
0.69038 -2.21878e-04
0.70942 -2.17713e-04
0.72846 -2.12257e-04
0.74749 -2.05855e-04
0.76653 -1.98850e-04
0.78557 -1.91760e-04
0.80461 -1.85407e-04
0.82365 -1.80649e-04
0.84269 -1.77745e-04
0.86172 -1.75823e-04
0.88076 -1.73124e-04
0.89980 -1.67983e-04
0.91884 -1.59613e-04
0.93788 -1.47990e-04
0.95691 -1.33282e-04
0.97595 -1.15754e-04
0.99499 -9.61410e-05
1.01403 -7.57288e-05
1.03307 -5.59401e-05
1.05210 -3.80143e-05
1.07114 -2.29399e-05
1.09018 -1.10334e-05
1.10922 -1.28643e-06
1.12826 8.47280e-06
1.14729 2.03060e-05
1.16633 3.49896e-05
1.18537 5.20311e-05
1.20441 7.03981e-05
1.22345 8.89548e-05
1.24248 1.06671e-04
1.26152 1.23474e-04
1.28056 1.41331e-04
1.29960 1.63820e-04
1.31864 1.93966e-04
1.33768 2.32391e-04
1.35671 2.77301e-04
1.37575 3.25503e-04
1.39479 3.73334e-04
1.41383 4.17987e-04
1.43287 4.59235e-04
1.45190 4.99620e-04
1.47094 5.42374e-04
1.48998 5.88709e-04
1.50902 6.36370e-04
1.52806 6.81280e-04
1.54709 7.22259e-04
1.56613 7.64332e-04
1.58517 8.16483e-04
1.60421 8.85863e-04
1.62325 9.73205e-04
1.64228 1.07163e-03
1.66132 1.16931e-03
1.68036 1.25500e-03
1.69940 1.32255e-03
1.71844 1.37156e-03
1.73747 1.40608e-03
1.75651 1.43309e-03
1.77555 1.46007e-03
1.79459 1.49162e-03
1.81363 1.52793e-03
1.83267 1.56728e-03
1.85170 1.60965e-03
1.87074 1.65708e-03
1.88978 1.71201e-03
1.90882 1.77681e-03
1.92786 1.85365e-03
1.94689 1.94194e-03
1.96593 2.03404e-03
1.98497 2.11485e-03
2.00401 2.16860e-03
2.02305 2.18869e-03
2.04208 2.18254e-03
2.06112 2.16803e-03
2.08016 2.16509e-03
2.09920 2.18743e-03
2.11824 2.23683e-03
2.13727 2.30207e-03
2.15631 2.36372e-03
2.17535 2.40335e-03
2.19439 2.41407e-03
2.21343 2.40688e-03
2.23246 2.40520e-03
2.25150 2.43026e-03
2.27054 2.48914e-03
2.28958 2.57331e-03
2.30862 2.66589e-03
2.32766 2.74993e-03
2.34669 2.81325e-03
2.36573 2.85185e-03
2.38477 2.87077e-03
2.40381 2.87979e-03
2.42285 2.88940e-03
2.44188 2.90964e-03
2.46092 2.94838e-03
2.47996 3.00833e-03
2.49900 3.08671e-03
2.51804 3.17838e-03
2.53707 3.27993e-03
2.55611 3.39142e-03
2.57515 3.51411e-03
2.59419 3.64683e-03
2.61323 3.78515e-03
2.63226 3.92377e-03
2.65130 4.05939e-03
2.67034 4.19279e-03
2.68938 4.32934e-03
2.70842 4.47596e-03
2.72745 4.63519e-03
2.74649 4.80098e-03
2.76553 4.96031e-03
2.78457 5.09946e-03
2.80361 5.21299e-03
2.82265 5.31172e-03
2.84168 5.42089e-03
2.86072 5.56606e-03
2.87976 5.76004e-03
2.89880 6.00229e-03
2.91784 6.28675e-03
2.93687 6.60747e-03
2.95591 6.95680e-03
2.97495 7.32091e-03
2.99399 7.68208e-03
3.01303 8.02949e-03
3.03206 8.36668e-03
3.05110 8.70771e-03
3.07014 9.06904e-03
3.08918 9.46435e-03
3.10822 9.90065e-03
3.12725 1.03754e-02
3.14629 1.08767e-02
3.16533 1.13880e-02
3.18437 1.18900e-02
3.20341 1.23563e-02
3.22244 1.27525e-02
3.24148 1.30535e-02
3.26052 1.32651e-02
3.27956 1.34193e-02
3.29860 1.35484e-02
3.31764 1.36748e-02
3.33667 1.38196e-02
3.35571 1.40036e-02
3.37475 1.42358e-02
3.39379 1.45116e-02
3.41283 1.48194e-02
3.43186 1.51477e-02
3.45090 1.54934e-02
3.46994 1.58704e-02
3.48898 1.63047e-02
3.50802 1.68068e-02
3.52705 1.73398e-02
3.54609 1.78143e-02
3.56513 1.81267e-02
3.58417 1.82346e-02
3.60321 1.82056e-02
3.62224 1.81840e-02
3.64128 1.83001e-02
3.66032 1.86041e-02
3.67936 1.90574e-02
3.69840 1.95660e-02
3.71743 2.00356e-02
3.73647 2.04291e-02
3.75551 2.07870e-02
3.77455 2.11891e-02
3.79359 2.17042e-02
3.81263 2.23727e-02
3.83166 2.32130e-02
3.85070 2.42265e-02
3.86974 2.53969e-02
3.88878 2.66852e-02
3.90782 2.80193e-02
3.92685 2.92870e-02
3.94589 3.03580e-02
3.96493 3.11349e-02
3.98397 3.15861e-02
4.00301 3.17302e-02
4.02204 3.15996e-02
4.04108 3.12279e-02
4.06012 3.06725e-02
4.07916 3.00334e-02
4.09820 2.94399e-02
4.11723 2.90019e-02
4.13627 2.87511e-02
4.15531 2.86189e-02
4.17435 2.84798e-02
4.19339 2.82350e-02
4.21242 2.78730e-02
4.23146 2.74631e-02
4.25050 2.70963e-02
4.26954 2.68344e-02
4.28858 2.66957e-02
4.30762 2.66665e-02
4.32665 2.67296e-02
4.34569 2.68862e-02
4.36473 2.71425e-02
4.38377 2.74796e-02
4.40281 2.78579e-02
4.42184 2.82427e-02
4.44088 2.86163e-02
4.45992 2.89766e-02
4.47896 2.93358e-02
4.49800 2.97069e-02
4.51703 3.00740e-02
4.53607 3.03774e-02
4.55511 3.05376e-02
4.57415 3.05177e-02
4.59319 3.03754e-02
4.61222 3.02440e-02
4.63126 3.02533e-02
4.65030 3.04650e-02
4.66934 3.08679e-02
4.68838 3.13982e-02
4.70741 3.19444e-02
4.72645 3.23546e-02
4.74549 3.24808e-02
4.76453 3.22617e-02
4.78357 3.17753e-02
4.80261 3.11957e-02
4.82164 3.07068e-02
4.84068 3.04432e-02
4.85972 3.04615e-02
4.87876 3.07380e-02
4.89780 3.12098e-02
4.91683 3.18364e-02
4.93587 3.26204e-02
4.95491 3.35704e-02
4.97395 3.46534e-02
4.99299 3.57822e-02
5.01202 3.68479e-02
5.03106 3.77646e-02
5.05010 3.84935e-02
5.06914 3.90379e-02
5.08818 3.94181e-02
5.10721 3.96592e-02
5.12625 3.98022e-02
5.14529 3.99046e-02
5.16433 4.00265e-02
5.18337 4.02349e-02
5.20240 4.06133e-02
5.22144 4.12364e-02
5.24048 4.21244e-02
5.25952 4.32161e-02
5.27856 4.43800e-02
5.29760 4.54543e-02
5.31663 4.62977e-02
5.33567 4.68386e-02
5.35471 4.71010e-02
5.37375 4.71793e-02
5.39279 4.71771e-02
5.41182 4.71730e-02
5.43086 4.72370e-02
5.44990 4.74419e-02
5.46894 4.78371e-02
5.48798 4.84011e-02
5.50701 4.90182e-02
5.52605 4.95129e-02
5.54509 4.97273e-02
5.56413 4.95879e-02
5.58317 4.91344e-02
5.60220 4.85088e-02
5.62124 4.78882e-02
5.64028 4.73812e-02
5.65932 4.69809e-02
5.67836 4.66313e-02
5.69739 4.63351e-02
5.71643 4.61831e-02
5.73547 4.62729e-02
5.75451 4.66137e-02
5.77355 4.71283e-02
5.79259 4.77430e-02
5.81162 4.84577e-02
5.83066 4.93228e-02
5.84970 5.03659e-02
5.86874 5.15510e-02
