  300.00 -8.00000  1.20709e+15  1.20709e+15  1.20709e+15 -3.20931e+13 -3.20931e+13  3.20931e+13
  300.00 -7.97595  1.22393e+15  1.22393e+15  1.22393e+15 -4.77505e+13 -4.77505e+13  4.77505e+13
  300.00 -7.95190  1.23946e+15  1.23946e+15  1.23946e+15 -5.58509e+13 -5.58509e+13  5.58509e+13
  300.00 -7.92786  1.20467e+15  1.20467e+15  1.20467e+15 -5.36532e+13 -5.36532e+13  5.36532e+13
  300.00 -7.90381  1.02010e+15  1.02010e+15  1.02010e+15 -4.30801e+13 -4.30800e+13  4.30800e+13
  300.00 -7.87976  8.11999e+14  8.11999e+14  8.11999e+14 -1.82873e+13 -1.82872e+13  1.82872e+13
  300.00 -7.85571  7.77557e+14  7.77557e+14  7.77557e+14  1.81042e+13  1.81042e+13 -1.81042e+13
  300.00 -7.83166  9.86887e+14  9.86887e+14  9.86887e+14  4.54960e+13  4.54959e+13 -4.54959e+13
  300.00 -7.80762  1.24366e+15  1.24366e+15  1.24366e+15  4.12914e+13  4.12914e+13 -4.12914e+13
  300.00 -7.78357  1.38684e+15  1.38684e+15  1.38684e+15  8.32334e+12  8.32342e+12 -8.32341e+12
  300.00 -7.75952  1.52211e+15  1.52211e+15  1.52211e+15 -3.34899e+13 -3.34897e+13  3.34898e+13
  300.00 -7.73547  1.58054e+15  1.58054e+15  1.58054e+15 -4.83502e+13 -4.83501e+13  4.83501e+13
  300.00 -7.71142  1.44772e+15  1.44772e+15  1.44772e+15 -1.88349e+13 -1.88349e+13  1.88349e+13
  300.00 -7.68737  1.27561e+15  1.27561e+15  1.27561e+15  3.27418e+13  3.27418e+13 -3.27418e+13
  300.00 -7.66333  1.31167e+15  1.31167e+15  1.31167e+15  5.12130e+13  5.12131e+13 -5.12130e+13
  300.00 -7.63928  1.62627e+15  1.62627e+15  1.62627e+15  1.80417e+13  1.80418e+13 -1.80418e+13
  300.00 -7.61523  1.80466e+15  1.80466e+15  1.80466e+15 -4.08925e+13 -4.08925e+13  4.08925e+13
  300.00 -7.59118  1.59133e+15  1.59133e+15  1.59133e+15 -7.02635e+13 -7.02635e+13  7.02635e+13
  300.00 -7.56713  1.28498e+15  1.28498e+15  1.28498e+15 -3.74595e+13 -3.74594e+13  3.74595e+13
  300.00 -7.54309  1.28317e+15  1.28317e+15  1.28317e+15  1.91660e+13  1.91660e+13 -1.91660e+13
  300.00 -7.51904  1.48284e+15  1.48284e+15  1.48284e+15  3.04276e+13  3.04276e+13 -3.04276e+13
  300.00 -7.49499  1.58375e+15  1.58375e+15  1.58375e+15 -6.21573e+12 -6.21576e+12  6.21574e+12
  300.00 -7.47094  1.46448e+15  1.46448e+15  1.46448e+15 -4.79921e+13 -4.79921e+13  4.79921e+13
  300.00 -7.44689  1.23246e+15  1.23246e+15  1.23246e+15 -6.89659e+13 -6.89658e+13  6.89658e+13
  300.00 -7.42285  1.06235e+15  1.06235e+15  1.06235e+15 -4.13422e+13 -4.13422e+13  4.13421e+13
  300.00 -7.39880  1.03614e+15  1.03614e+15  1.03614e+15  1.32169e+13  1.32168e+13 -1.32169e+13
  300.00 -7.37475  1.17424e+15  1.17424e+15  1.17424e+15  3.84953e+13  3.84952e+13 -3.84952e+13
  300.00 -7.35070  1.44981e+15  1.44981e+15  1.44981e+15  3.02317e+13  3.02317e+13 -3.02317e+13
  300.00 -7.32665  1.71132e+15  1.71132e+15  1.71132e+15  2.39217e+13  2.39216e+13 -2.39217e+13
  300.00 -7.30261  1.85699e+15  1.85699e+15  1.85699e+15  1.65102e+13  1.65103e+13 -1.65103e+13
  300.00 -7.27856  1.92064e+15  1.92064e+15  1.92064e+15 -1.01431e+13 -1.01431e+13  1.01431e+13
  300.00 -7.25451  1.86484e+15  1.86484e+15  1.86484e+15 -3.16522e+13 -3.16523e+13  3.16523e+13
  300.00 -7.23046  1.62694e+15  1.62694e+15  1.62694e+15 -1.30033e+13 -1.30033e+13  1.30034e+13
  300.00 -7.20641  1.52692e+15  1.52692e+15  1.52692e+15  3.11740e+13  3.11740e+13 -3.11740e+13
  300.00 -7.18236  1.79948e+15  1.79948e+15  1.79948e+15  4.83442e+13  4.83441e+13 -4.83442e+13
  300.00 -7.15832  2.10063e+15  2.10063e+15  2.10063e+15  2.80996e+13  2.80996e+13 -2.80997e+13
  300.00 -7.13427  2.17428e+15  2.17428e+15  2.17428e+15  4.30903e+12  4.30904e+12 -4.30901e+12
  300.00 -7.11022  2.11606e+15  2.11606e+15  2.11606e+15 -8.80621e+12 -8.80625e+12  8.80626e+12
  300.00 -7.08617  1.99838e+15  1.99838e+15  1.99838e+15 -1.32372e+13 -1.32372e+13  1.32372e+13
  300.00 -7.06212  2.03062e+15  2.03062e+15  2.03062e+15 -6.90679e+12 -6.90676e+12  6.90680e+12
  300.00 -7.03808  2.15895e+15  2.15895e+15  2.15895e+15  1.11260e+11  1.11258e+11 -1.11261e+11
  300.00 -7.01403  2.06693e+15  2.06693e+15  2.06693e+15  7.63587e+12  7.63582e+12 -7.63587e+12
  300.00 -6.98998  1.70670e+15  1.70670e+15  1.70670e+15  9.95844e+12  9.95841e+12 -9.95847e+12
  300.00 -6.96593  1.51960e+15  1.51960e+15  1.51960e+15 -1.66425e+12 -1.66423e+12  1.66420e+12
  300.00 -6.94188  1.90229e+15  1.90229e+15  1.90229e+15 -8.36409e+12 -8.36411e+12  8.36412e+12
  300.00 -6.91784  2.38974e+15  2.38974e+15  2.38974e+15 -7.15767e+11 -7.15838e+11  7.15862e+11
  300.00 -6.89379  2.38863e+15  2.38863e+15  2.38863e+15  1.41901e+13  1.41900e+13 -1.41900e+13
  300.00 -6.86974  2.02351e+15  2.02351e+15  2.02351e+15  2.11623e+13  2.11624e+13 -2.11624e+13
  300.00 -6.84569  1.80677e+15  1.80677e+15  1.80677e+15  8.84904e+12  8.84904e+12 -8.84910e+12
  300.00 -6.82164  1.97590e+15  1.97590e+15  1.97590e+15  3.67579e+12  3.67578e+12 -3.67582e+12
  300.00 -6.79760  2.43319e+15  2.43319e+15  2.43319e+15  1.23892e+13  1.23892e+13 -1.23892e+13
  300.00 -6.77355  2.90448e+15  2.90448e+15  2.90448e+15  9.57245e+12  9.57251e+12 -9.57244e+12
  300.00 -6.74950  3.02158e+15  3.02158e+15  3.02158e+15 -1.49015e+12 -1.49018e+12  1.49018e+12
  300.00 -6.72545  2.70814e+15  2.70814e+15  2.70814e+15 -1.78521e+13 -1.78522e+13  1.78521e+13
  300.00 -6.70140  2.27555e+15  2.27555e+15  2.27555e+15 -1.56071e+13 -1.56072e+13  1.56071e+13
  300.00 -6.67735  2.03914e+15  2.03914e+15  2.03914e+15  2.07757e+13  2.07757e+13 -2.07757e+13
  300.00 -6.65331  2.23439e+15  2.23439e+15  2.23439e+15  2.79311e+13  2.79312e+13 -2.79311e+13
  300.00 -6.62926  2.73192e+15  2.73192e+15  2.73192e+15 -1.44113e+12 -1.44110e+12  1.44114e+12
  300.00 -6.60521  3.06683e+15  3.06683e+15  3.06683e+15 -2.83283e+13 -2.83283e+13  2.83283e+13
  300.00 -6.58116  3.01997e+15  3.01997e+15  3.01997e+15 -3.63717e+13 -3.63718e+13  3.63717e+13
  300.00 -6.55711  2.89378e+15  2.89378e+15  2.89378e+15 -2.34088e+13 -2.34088e+13  2.34088e+13
  300.00 -6.53307  2.89694e+15  2.89694e+15  2.89694e+15  1.01530e+12  1.01533e+12 -1.01530e+12
  300.00 -6.50902  2.82323e+15  2.82323e+15  2.82323e+15  1.32751e+13  1.32751e+13 -1.32751e+13
  300.00 -6.48497  2.65748e+15  2.65748e+15  2.65748e+15  1.88794e+11  1.88771e+11 -1.88785e+11
  300.00 -6.46092  2.66992e+15  2.66992e+15  2.66992e+15 -1.29216e+13 -1.29216e+13  1.29216e+13
  300.00 -6.43687  2.80840e+15  2.80840e+15  2.80840e+15  3.37745e+12  3.37748e+12 -3.37746e+12
  300.00 -6.41283  2.88970e+15  2.88970e+15  2.88970e+15  1.80168e+13  1.80169e+13 -1.80168e+13
  300.00 -6.38878  2.85785e+15  2.85785e+15  2.85785e+15 -3.04629e+12 -3.04625e+12  3.04625e+12
  300.00 -6.36473  2.87859e+15  2.87859e+15  2.87859e+15 -1.56538e+13 -1.56538e+13  1.56538e+13
  300.00 -6.34068  3.12634e+15  3.12634e+15  3.12634e+15  7.62804e+12  7.62808e+12 -7.62804e+12
  300.00 -6.31663  3.35293e+15  3.35293e+15  3.35293e+15  2.22761e+13  2.22761e+13 -2.22761e+13
  300.00 -6.29259  3.19955e+15  3.19955e+15  3.19955e+15  1.64072e+13  1.64072e+13 -1.64072e+13
  300.00 -6.26854  2.86688e+15  2.86688e+15  2.86688e+15  9.74966e+12  9.74967e+12 -9.74967e+12
  300.00 -6.24449  2.76737e+15  2.76737e+15  2.76737e+15  5.74526e+12  5.74529e+12 -5.74526e+12
  300.00 -6.22044  2.91711e+15  2.91711e+15  2.91711e+15  6.71626e+11  6.71615e+11 -6.71582e+11
  300.00 -6.19639  3.08996e+15  3.08996e+15  3.08996e+15 -2.58331e+12 -2.58334e+12  2.58334e+12
  300.00 -6.17234  3.27460e+15  3.27460e+15  3.27460e+15 -4.88791e+12 -4.88791e+12  4.88788e+12
  300.00 -6.14830  3.52099e+15  3.52099e+15  3.52099e+15 -2.54631e+12 -2.54628e+12  2.54628e+12
  300.00 -6.12425  3.67468e+15  3.67468e+15  3.67468e+15  8.76506e+12  8.76510e+12 -8.76506e+12
  300.00 -6.10020  3.38271e+15  3.38271e+15  3.38271e+15  1.77695e+13  1.77695e+13 -1.77695e+13
  300.00 -6.07615  2.98250e+15  2.98250e+15  2.98250e+15 -1.29545e+12 -1.29545e+12  1.29543e+12
  300.00 -6.05210  3.21421e+15  3.21421e+15  3.21421e+15 -2.72414e+13 -2.72414e+13  2.72414e+13
  300.00 -6.02806  3.67357e+15  3.67357e+15  3.67357e+15 -2.12456e+13 -2.12456e+13  2.12456e+13
  300.00 -6.00401  3.62353e+15  3.62353e+15  3.62353e+15 -2.13411e+12 -2.13414e+12  2.13414e+12
  300.00 -5.97996  3.40538e+15  3.40538e+15  3.40538e+15  1.02519e+13  1.02519e+13 -1.02519e+13
  300.00 -5.95591  3.50790e+15  3.50790e+15  3.50790e+15  5.43367e+12  5.43370e+12 -5.43368e+12
  300.00 -5.93186  3.62429e+15  3.62429e+15  3.62429e+15 -7.09398e+12 -7.09395e+12  7.09396e+12
  300.00 -5.90782  3.42807e+15  3.42807e+15  3.42807e+15 -4.44693e+12 -4.44691e+12  4.44691e+12
  300.00 -5.88377  3.13947e+15  3.13947e+15  3.13947e+15  8.33907e+11  8.33922e+11 -8.33924e+11
  300.00 -5.85972  3.06091e+15  3.06091e+15  3.06091e+15 -2.41890e+12 -2.41890e+12  2.41891e+12
  300.00 -5.83567  3.14497e+15  3.14497e+15  3.14497e+15 -3.65985e+12 -3.65986e+12  3.65986e+12
  300.00 -5.81162  3.42143e+15  3.42143e+15  3.42143e+15 -4.56187e+12 -4.56190e+12  4.56189e+12
  300.00 -5.78758  3.75420e+15  3.75420e+15  3.75420e+15 -3.06963e+12 -3.06967e+12  3.06968e+12
  300.00 -5.76353  3.75373e+15  3.75373e+15  3.75373e+15  2.82534e+12  2.82534e+12 -2.82531e+12
  300.00 -5.73948  3.42878e+15  3.42878e+15  3.42878e+15  8.69672e+12  8.69676e+12 -8.69673e+12
  300.00 -5.71543  3.10710e+15  3.10710e+15  3.10710e+15  2.33856e+12  2.33858e+12 -2.33860e+12
  300.00 -5.69138  3.05815e+15  3.05815e+15  3.05815e+15 -2.64774e+12 -2.64777e+12  2.64772e+12
  300.00 -5.66733  3.30058e+15  3.30058e+15  3.30058e+15 -2.24001e+12 -2.24006e+12  2.24004e+12
  300.00 -5.64329  3.52398e+15  3.52398e+15  3.52398e+15 -8.87334e+12 -8.87336e+12  8.87339e+12
  300.00 -5.61924  3.52427e+15  3.52427e+15  3.52427e+15 -8.77896e+12 -8.77896e+12  8.77899e+12
  300.00 -5.59519  3.38074e+15  3.38074e+15  3.38074e+15  8.23493e+11  8.23487e+11 -8.23479e+11
  300.00 -5.57114  3.35192e+15  3.35192e+15  3.35192e+15  8.76700e+12  8.76698e+12 -8.76698e+12
  300.00 -5.54709  3.36505e+15  3.36505e+15  3.36505e+15  5.82279e+12  5.82276e+12 -5.82278e+12
  300.00 -5.52305  3.11716e+15  3.11716e+15  3.11716e+15 -4.58671e+12 -4.58672e+12  4.58671e+12
  300.00 -5.49900  2.81634e+15  2.81634e+15  2.81634e+15 -8.95333e+12 -8.95333e+12  8.95333e+12
