0	-0.00000	 0.00000	-0.00000	-0.00000	 0.00000	-0.00000	-0.00000	 0.00000	 0.00000	-0.00000	-0.00000	 0.00000
1	 0.89501	 0.89502	-0.02145	-0.02168	 0.04104	 0.04080	 0.01296	 0.01296	-0.04608	-0.04625	 0.00114	 0.00097
2	 1.78062	 1.78062	-0.04669	-0.04683	 0.08550	 0.08538	 0.02596	 0.02596	-0.11515	-0.11540	 0.02521	 0.02495
3	 2.64699	 2.64700	-0.07124	-0.07134	 0.12923	 0.12919	 0.03906	 0.03906	-0.18693	-0.18716	 0.05197	 0.05174
4	 3.48659	 3.48660	-0.09566	-0.09573	 0.17278	 0.17279	 0.05232	 0.05232	-0.25795	-0.25814	 0.07801	 0.07782
5	 4.28960	 4.28962	-0.12008	-0.12013	 0.21620	 0.21623	 0.06578	 0.06578	-0.32803	-0.32817	 0.10322	 0.10308
6	 5.04593	 5.04598	-0.14449	-0.14453	 0.25941	 0.25944	 0.07945	 0.07945	-0.39721	-0.39731	 0.12781	 0.12771
7	 5.75305	 5.75313	-0.16911	-0.16914	 0.30273	 0.30275	 0.09349	 0.09349	-0.46616	-0.46623	 0.15216	 0.15209
8	 6.39708	 6.39720	-0.19375	-0.19378	 0.34573	 0.34575	 0.10780	 0.10780	-0.53432	-0.53436	 0.17615	 0.17611
9	 6.97514	 6.97530	-0.21855	-0.21857	 0.38862	 0.38864	 0.12251	 0.12251	-0.60208	-0.60209	 0.20001	 0.19999
10	 7.48386	 7.48407	-0.24365	-0.24366	 0.43161	 0.43162	 0.13774	 0.13774	-0.66979	-0.66978	 0.22389	 0.22390
11	 7.91552	 7.91578	-0.26896	-0.26897	 0.47446	 0.47447	 0.15346	 0.15346	-0.73714	-0.73711	 0.24773	 0.24776
12	 8.26330	 8.26363	-0.29428	-0.29428	 0.51679	 0.51679	 0.16957	 0.16957	-0.80349	-0.80344	 0.27133	 0.27138
13	 8.53106	 8.53145	-0.32010	-0.32009	 0.55939	 0.55939	 0.18642	 0.18643	-0.87010	-0.87004	 0.29517	 0.29523
14	 8.71322	 8.71367	-0.34621	-0.34620	 0.60185	 0.60185	 0.20392	 0.20393	-0.93633	-0.93625	 0.31903	 0.31911
15	 8.80847	 8.80899	-0.37239	-0.37238	 0.64377	 0.64376	 0.22194	 0.22195	-1.00154	-1.00145	 0.34270	 0.34279
16	 8.81893	 8.81951	-0.39917	-0.39916	 0.68595	 0.68594	 0.24087	 0.24088	-1.06696	-1.06685	 0.36665	 0.36675
17	 8.74458	 8.74522	-0.42633	-0.42631	 0.72799	 0.72798	 0.26058	 0.26060	-1.13194	-1.13183	 0.39066	 0.39077
18	 8.58966	 8.59034	-0.45364	-0.45361	 0.76949	 0.76947	 0.28093	 0.28096	-1.19585	-1.19573	 0.41450	 0.41462
19	 8.35451	 8.35524	-0.48164	-0.48161	 0.81125	 0.81123	 0.30236	 0.30238	-1.25990	-1.25977	 0.43863	 0.43876
20	 8.04454	 8.04529	-0.51012	-0.51008	 0.85287	 0.85285	 0.32471	 0.32474	-1.32346	-1.32332	 0.46284	 0.46297
21	 7.66883	 7.66960	-0.53881	-0.53878	 0.89396	 0.89394	 0.34782	 0.34784	-1.38589	-1.38575	 0.48689	 0.48702
22	 7.22161	 7.22239	-0.56860	-0.56856	 0.93572	 0.93569	 0.37239	 0.37242	-1.44898	-1.44884	 0.51147	 0.51160
23	 6.72633	 6.72711	-0.59839	-0.59835	 0.97656	 0.97653	 0.39754	 0.39758	-1.51033	-1.51019	 0.53566	 0.53580
24	 6.18223	 6.18299	-0.62876	-0.62872	 1.01728	 1.01725	 0.42378	 0.42381	-1.57112	-1.57097	 0.55993	 0.56006
25	 5.58526	 5.58599	-0.66036	-0.66031	 1.05866	 1.05863	 0.45167	 0.45170	-1.63248	-1.63233	 0.58473	 0.58487
26	 4.96597	 4.96667	-0.69201	-0.69197	 1.09915	 1.09912	 0.48019	 0.48023	-1.69208	-1.69193	 0.60914	 0.60927
27	 4.32166	 4.32231	-0.72435	-0.72430	 1.13954	 1.13951	 0.50990	 0.50993	-1.75107	-1.75093	 0.63361	 0.63374
28	 3.64777	 3.64837	-0.75804	-0.75799	 1.18059	 1.18056	 0.54143	 0.54146	-1.81056	-1.81042	 0.65862	 0.65874
29	 2.97815	 2.97870	-0.79184	-0.79180	 1.22077	 1.22074	 0.57362	 0.57365	-1.86830	-1.86816	 0.68323	 0.68334
30	 2.30841	 2.30891	-0.82642	-0.82637	 1.26086	 1.26083	 0.60707	 0.60710	-1.92539	-1.92526	 0.70789	 0.70799
31	 1.63389	 1.63433	-0.86247	-0.86243	 1.30161	 1.30158	 0.64248	 0.64251	-1.98292	-1.98280	 0.73308	 0.73317
32	 0.98779	 0.98817	-0.89868	-0.89864	 1.34149	 1.34146	 0.67854	 0.67857	-2.03870	-2.03859	 0.75785	 0.75793
33	 0.36450	 0.36482	-0.93573	-0.93569	 1.38128	 1.38125	 0.71591	 0.71594	-2.09383	-2.09372	 0.78266	 0.78273
34	-0.24037	-0.24009	-0.97438	-0.97435	 1.42172	 1.42169	 0.75535	 0.75538	-2.14933	-2.14923	 0.80800	 0.80805
35	-0.79775	-0.79751	-1.01320	-1.01317	 1.46129	 1.46126	 0.79538	 0.79540	-2.20311	-2.20302	 0.83291	 0.83293
36	-1.31384	-1.31365	-1.05292	-1.05288	 1.50074	 1.50071	 0.83671	 0.83673	-2.25622	-2.25613	 0.85785	 0.85785
37	-1.79236	-1.79221	-1.09433	-1.09430	 1.54081	 1.54079	 0.88018	 0.88020	-2.30964	-2.30957	 0.88329	 0.88327
38	-2.21104	-2.21092	-1.13589	-1.13587	 1.57999	 1.57997	 0.92413	 0.92414	-2.36136	-2.36130	 0.90828	 0.90825
39	-2.57596	-2.57586	-1.17838	-1.17836	 1.61901	 1.61899	 0.96934	 0.96935	-2.41238	-2.41233	 0.93329	 0.93326
40	-2.88977	-2.88970	-1.22264	-1.22262	 1.65861	 1.65859	 1.01668	 1.01670	-2.46366	-2.46361	 0.95879	 0.95876
41	-3.13864	-3.13859	-1.26700	-1.26698	 1.69726	 1.69724	 1.06435	 1.06436	-2.51324	-2.51320	 0.98383	 0.98380
42	-3.32777	-3.32774	-1.31227	-1.31226	 1.73570	 1.73569	 1.11318	 1.11319	-2.56208	-2.56205	 1.00887	 1.00885
43	-3.45658	-3.45656	-1.35845	-1.35844	 1.77390	 1.77389	 1.16313	 1.16314	-2.61018	-2.61015	 1.03392	 1.03391
44	-3.52658	-3.52656	-1.40736	-1.40735	 1.81330	 1.81329	 1.21613	 1.21614	-2.65930	-2.65928	 1.05994	 1.05993
45	-3.53329	-3.53328	-1.45534	-1.45533	 1.85093	 1.85093	 1.26821	 1.26821	-2.70580	-2.70578	 1.08499	 1.08498
46	-3.48173	-3.48172	-1.50418	-1.50417	 1.88825	 1.88825	 1.32123	 1.32124	-2.75148	-2.75147	 1.11004	 1.11003
47	-3.37368	-3.37368	-1.55384	-1.55384	 1.92522	 1.92522	 1.37516	 1.37516	-2.79631	-2.79630	 1.13508	 1.13508
48	-3.21142	-3.21142	-1.60430	-1.60430	 1.96181	 1.96180	 1.42991	 1.42991	-2.84027	-2.84026	 1.16011	 1.16011
49	-2.99762	-2.99762	-1.65553	-1.65553	 1.99798	 1.99798	 1.48542	 1.48542	-2.88331	-2.88331	 1.18513	 1.18513
50	-2.72432	-2.72432	-1.70949	-1.70949	 2.03506	 2.03506	 1.54380	 1.54380	-2.92702	-2.92702	 1.21109	 1.21109
51	-2.41524	-2.41524	-1.76215	-1.76215	 2.07028	 2.07028	 1.60064	 1.60064	-2.96810	-2.96810	 1.23607	 1.23607
52	-2.06482	-2.06482	-1.81546	-1.81546	 2.10498	 2.10498	 1.65804	 1.65804	-3.00815	-3.00815	 1.26103	 1.26103
53	-1.67689	-1.67690	-1.86936	-1.86936	 2.13913	 2.13913	 1.71591	 1.71591	-3.04714	-3.04714	 1.28596	 1.28596
54	-1.25548	-1.25548	-1.92380	-1.92380	 2.17270	 2.17270	 1.77418	 1.77418	-3.08502	-3.08502	 1.31087	 1.31087
