109	 16.28102	 16.38461	-1.83894	-1.90910	 0.01861	-0.01760	-0.95026	-0.95403	-0.09954	-0.10275	-0.27794	-0.28352	
110	 14.33576	 14.45247	-1.84635	-1.84324	 0.01736	-0.03573	-0.97384	-0.97532	-0.18774	-0.19296	-0.30158	-0.30836	
111	 12.25013	 12.37668	-1.83554	-1.77217	 0.00734	-0.05137	-0.99564	-0.99491	-0.28913	-0.29639	-0.32642	-0.33465	
112	 10.33864	 10.47038	-1.80019	-1.71419	-0.00935	-0.06363	-1.01246	-1.00983	-0.38813	-0.39731	-0.34858	-0.35827	
113	 8.46673	 8.59906	-1.74833	-1.65637	-0.02820	-0.07925	-1.02590	-1.02143	-0.49062	-0.50187	-0.36951	-0.38079	
114	 6.64871	 6.77534	-1.68538	-1.59366	-0.04830	-0.09970	-1.03586	-1.02955	-0.59542	-0.60895	-0.38889	-0.40185	
115	 4.89793	 5.01052	-1.61374	-1.52409	-0.07075	-0.12434	-1.04220	-1.03402	-0.70122	-0.71731	-0.40639	-0.42111	
116	 3.22371	 3.31749	-1.53444	-1.44713	-0.09634	-0.15275	-1.04478	-1.03466	-0.80671	-0.82564	-0.42168	-0.43824	
117	 1.62133	 1.72073	-1.44802	-1.36281	-0.12542	-0.18484	-1.04343	-1.03127	-0.91050	-0.93260	-0.43444	-0.45291	
118	 0.07930	 0.24889	-1.35484	-1.27137	-0.15808	-0.22063	-1.03796	-1.02364	-1.01118	-1.03677	-0.44440	-0.46482	
119	-1.36132	-1.12441	-1.25525	-1.17318	-0.19432	-0.26007	-1.02816	-1.01154	-1.10734	-1.13675	-0.45127	-0.47368	
120	-2.66032	-2.42732	-1.14961	-1.06865	-0.23401	-0.30306	-1.01379	-0.99471	-1.19759	-1.23111	-0.45481	-0.47924	
121	-3.83155	-3.63642	-1.03833	-0.95824	-0.27697	-0.34937	-0.99460	-0.97288	-1.28055	-1.31845	-0.45480	-0.48126	
122	-4.96492	-4.81061	-0.91271	-0.83334	-0.32651	-0.40258	-0.96822	-0.94344	-1.36024	-1.40314	-0.45062	-0.47926	
123	-5.90035	-5.77539	-0.79122	-0.71237	-0.37512	-0.45459	-0.93809	-0.91024	-1.42395	-1.47170	-0.44271	-0.47335	
124	-6.72164	-6.61847	-0.66565	-0.58720	-0.42569	-0.50851	-0.90218	-0.87103	-1.47659	-1.52935	-0.43082	-0.46343	
125	-7.42765	-7.34092	-0.53658	-0.45848	-0.47755	-0.56365	-0.86013	-0.82544	-1.51713	-1.57503	-0.41489	-0.44940	
126	-8.01845	-7.94470	-0.40469	-0.32689	-0.52992	-0.61917	-0.81154	-0.77304	-1.54469	-1.60782	-0.39489	-0.43125	
127	-8.49533	-8.43247	-0.27068	-0.19316	-0.58191	-0.67413	-0.75598	-0.71338	-1.55855	-1.62695	-0.37087	-0.40899	
128	-8.86072	-8.80754	-0.13530	-0.05808	-0.63248	-0.72745	-0.69295	-0.64598	-1.55817	-1.63186	-0.34289	-0.38267	
129	-9.11805	-9.07384	 0.00064	 0.07755	-0.68051	-0.77798	-0.62193	-0.57028	-1.54322	-1.62220	-0.31107	-0.35240	
130	-9.27164	-9.23591	 0.13632	 0.21285	-0.72476	-0.82443	-0.54230	-0.48566	-1.51362	-1.59789	-0.27557	-0.31834	
131	-9.32655	-9.29889	 0.27086	 0.34694	-0.76390	-0.86545	-0.45335	-0.39142	-1.46957	-1.55913	-0.23662	-0.28066	
132	-9.28847	-9.26842	 0.40335	 0.47888	-0.79654	-0.89961	-0.35421	-0.28671	-1.41160	-1.50648	-0.19444	-0.23962	
133	-9.16364	-9.15065	 0.53288	 0.60774	-0.82121	-0.92542	-0.24381	-0.17048	-1.34063	-1.44094	-0.14934	-0.19548	
134	-8.93982	-8.93374	 0.66797	 0.74196	-0.83713	-0.94213	-0.11070	-0.03088	-1.25135	-1.35774	-0.09786	-0.14484	
135	-8.65647	-8.65608	 0.78832	 0.86135	-0.84040	-0.94572	 0.02820	 0.11409	-1.15882	-1.27124	-0.04775	-0.09531	
136	-8.30785	-8.31243	 0.90281	 0.97470	-0.83103	-0.93624	 0.18474	 0.27650	-1.06027	-1.17937	 0.00420	-0.04374	
137	-7.90145	-7.91025	 1.01051	 1.08107	-0.80751	-0.91221	 0.36321	 0.46025	-0.96043	-1.08729	 0.05756	 0.00947	
138	-7.44485	-7.45719	 1.11053	 1.17956	-0.76842	-0.87217	 0.57049	 0.67151	-0.86653	-1.00290	 0.11192	 0.06388	
139	-6.94567	-6.96096	 1.20199	 1.26929	-0.71239	-0.81477	 0.81816	 0.92064	-0.79022	-0.93904	 0.16681	 0.11908	
140	-6.41153	-6.42931	 1.28408	 1.34944	-0.63818	-0.73875	 1.12719	 1.22634	-0.75183	-0.91814	 0.22180	 0.17461	
141	-5.84999	-5.86995	 1.35604	 1.41924	-0.54467	-0.64302	 1.53911	 1.62572	-0.79032	-0.98330	 0.27641	 0.23002	
