     0     0.00000064    -0.00000063    -0.00000001     0.00000003     0.00000001    -0.00000001    -0.00000001    -0.00000001    -0.00000018     0.00000020     0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     1     1.00413589     0.98661223     0.00706188     0.00443492     0.00712670     0.00651490     0.00395599     0.00663007     0.40005634     0.39239090    -0.00095202    -0.00142321    -0.00110173    -0.00051340    -0.00081052     0.00035181    -0.00011691     0.00035461    -0.00025623     0.00022033
     2     2.00056256     1.96647520     0.01406823     0.00886956     0.01437902     0.01310166     0.00785236     0.01322196     0.79750577     0.78271435    -0.00169942    -0.00287344    -0.00236682    -0.00103627    -0.00160254     0.00078174    -0.00031418     0.00070285    -0.00040370     0.00033454
     3     2.98410901     2.93449802     0.02102120     0.01327756     0.02176134     0.01975964     0.01166444     0.01978225     1.19089792     1.16954005    -0.00222703    -0.00434524    -0.00380554    -0.00157241    -0.00236661     0.00130403    -0.00059937     0.00103188    -0.00038642     0.00028681
     4     3.94335815     3.87942783     0.02787747     0.01760396     0.02922638     0.02644258     0.01534422     0.02627395     1.57622477     1.54891655    -0.00252060    -0.00582276    -0.00541545    -0.00212055    -0.00308986     0.00192912    -0.00097621     0.00132533    -0.00021980     0.00009291
     5     4.87972715     4.80264133     0.03468369     0.02185115     0.03682195     0.03319023     0.01889368     0.03274450     1.95455614     1.92188732    -0.00257359    -0.00730894    -0.00721233    -0.00268450    -0.00377122     0.00267536    -0.00145160     0.00156947     0.00003882    -0.00018982
     6     5.77934462     5.69043555     0.04137360     0.02595186     0.04446857     0.03992985     0.02225724     0.03913340     2.32070058     2.28332254    -0.00238076    -0.00878187    -0.00918076    -0.00325633    -0.00440087     0.00354906    -0.00202359     0.00174528     0.00033068    -0.00050221
     7     6.63680021     6.53742737     0.04793706     0.02987649     0.05214436     0.04664159     0.02541265     0.04543221     2.67273065     2.63129929    -0.00194463    -0.01023154    -0.01131442    -0.00382995    -0.00497811     0.00455988    -0.00269094     0.00183620     0.00061972    -0.00080801
     8     7.45239825     7.34387485     0.05440516     0.03362130     0.05987484     0.05334756     0.02835889     0.05167146     3.01095702     2.96610646    -0.00126686    -0.01165716    -0.01361918    -0.00440092    -0.00550803     0.00572390    -0.00345579     0.00182552     0.00088941    -0.00109057
     9     8.22318610     8.10682086     0.06078363     0.03716731     0.06765623     0.06004438     0.03108250     0.05785701     3.33426749     3.28662881    -0.00035085    -0.01305233    -0.01609292    -0.00496130    -0.00599475     0.00705475    -0.00431776     0.00169463     0.00113172    -0.00134157
    10     8.93464298     8.81183575     0.06697382     0.04044173     0.07535317     0.06661702     0.03353050     0.06389224     3.63649545     3.58672767     0.00077773    -0.01438820    -0.01868730    -0.00549365    -0.00643580     0.00854010    -0.00525925     0.00142923     0.00133973    -0.00155370
    11     9.58809202     9.46015934     0.07300093     0.04344430     0.08297902     0.07307960     0.03570663     0.06979980     3.91794967     3.86667538     0.00210593    -0.01566364    -0.02139816    -0.00599205    -0.00683845     0.01019029    -0.00627737     0.00101450     0.00151364    -0.00172692
    12    10.18021791    10.04843328     0.07884623     0.04615308     0.09049238     0.07939978     0.03759843     0.07555917     4.17685366     4.12467111     0.00361117    -0.01686855    -0.02420175    -0.00644788    -0.00720612     0.01200418    -0.00736204     0.00043820     0.00165300    -0.00186041
    13    10.70829814    10.57387770     0.08448910     0.04854859     0.09784826     0.08554292     0.03919593     0.08114751     4.41153796     4.35901222     0.00526662    -0.01799321    -0.02707050    -0.00685382    -0.00754148     0.01397693    -0.00850142    -0.00030921     0.00175793    -0.00195392
    14    11.16740125    11.03149703     0.08987221     0.05060149     0.10495221     0.09143405     0.04048404     0.08650499     4.61917596     4.56682690     0.00702947    -0.01902192    -0.02995410    -0.00720190    -0.00784452     0.01608515    -0.00967420    -0.00122730     0.00182856    -0.00200728
    15    11.56212198    11.42578491     0.09504274     0.05232494     0.11184768     0.09711288     0.04147472     0.09167575     4.80114022     4.74943838     0.00888876    -0.01995977    -0.03285641    -0.00749222    -0.00812042     0.01834345    -0.01088113    -0.00233071     0.00186661    -0.00202156
    16    11.88832624    11.75252904     0.09993838     0.05369298     0.11843388     0.10249966     0.04215567     0.09659497     4.95476371     4.90411853     0.01079538    -0.02079173    -0.03572088    -0.00771902    -0.00836774     0.02072034    -0.01209838    -0.00361218     0.00187259    -0.00199693
    17    12.14575677    12.01137239     0.10453186     0.05469734     0.12465635     0.10755342     0.04252647     0.10123266     5.07904660     5.02979639     0.01270872    -0.02151059    -0.03850745    -0.00788013    -0.00858680     0.02319288    -0.01330868    -0.00506533     0.00184790    -0.00193433
    18    12.33679484    12.20462359     0.10884855     0.05533867     0.13053332     0.11229160     0.04258776     0.10561260     5.17425560     5.12668155     0.01461013    -0.02211699    -0.04120810    -0.00797519    -0.00878003     0.02576698    -0.01450909    -0.00670121     0.00179334    -0.00183354
