     0    -0.00000034     0.00000074     0.00000003    -0.00000000     0.00000001    -0.00000002    -0.00000001     0.00000001     0.00000002    -0.00000024     0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
     1     0.89639797     0.88166440     0.00517397     0.01134252     0.00486893     0.00518476     0.01067473     0.00427931     0.36489403     0.35901349    -0.00079277     0.00147677    -0.00122516     0.00030953     0.00008100    -0.00145010     0.00086823    -0.00150634     0.00002709    -0.00037056
     2     1.78530636     1.75761323     0.01030239     0.02259759     0.00998833     0.01048270     0.02126450     0.00842695     0.72708264     0.71635476    -0.00116615     0.00294767    -0.00286256     0.00064178     0.00013391    -0.00284378     0.00172750    -0.00304714     0.00019698    -0.00087767
     3     2.66201329     2.62319621     0.01538969     0.03372268     0.01536448     0.01589472     0.03172937     0.01245334     1.08520858     1.07068555    -0.00112137     0.00440947    -0.00490626     0.00099181     0.00016097    -0.00417906     0.00257513    -0.00461106     0.00042905    -0.00143941
     4     3.51624900     3.46824921     0.02040677     0.04460402     0.02096399     0.02138415     0.04196272     0.01634305     1.43558423     1.41835807    -0.00066520     0.00584962    -0.00733192     0.00135042     0.00016634    -0.00544583     0.00340301    -0.00617633     0.00063412    -0.00196323
     5     4.34918017     4.29390140     0.02539012     0.05527259     0.02682333     0.02698476     0.05199450     0.02013180     1.77913578     1.76030170     0.00019767     0.00727467    -0.01014344     0.00171168     0.00015585    -0.00665106     0.00421391    -0.00774179     0.00076589    -0.00240372
     6     5.14837535     5.08779664     0.03029328     0.06558441     0.03288070     0.03263707     0.06169039     0.02379168     2.11109668     2.09178681     0.00144788     0.00866784    -0.01329810     0.00206311     0.00013614    -0.00778169     0.00499715    -0.00928082     0.00081775    -0.00275007
     7     5.90895329     5.84502288     0.03511039     0.07548956     0.03911537     0.03832449     0.07100484     0.02732643     2.42966811     2.41102193     0.00306466     0.01002457    -0.01676848     0.00239579     0.00011366    -0.00883564     0.00574903    -0.01078036     0.00080361    -0.00301478
     8     6.63110330     6.56571372     0.03986552     0.08500307     0.04554537     0.04406625     0.07995354     0.03076082     2.73506848     2.71824504     0.00503802     0.01134916    -0.02055007     0.00270426     0.00009349    -0.00981725     0.00647052    -0.01223760     0.00073837    -0.00321313
     9     7.31211533     7.24712667     0.04456379     0.09410210     0.05216639     0.04986064     0.08851680     0.03410456     3.02621354     3.01240593     0.00735510     0.01264089    -0.02462859     0.00298343     0.00007913    -0.01072607     0.00715945    -0.01364449     0.00063269    -0.00335502
    10     7.93909272     7.87628337     0.04913280     0.10262367     0.05885936     0.05560833     0.09654306     0.03731243     3.29747545     3.28784242     0.00995769     0.01387854    -0.02891656     0.00322610     0.00007240    -0.01154769     0.00780271    -0.01497145     0.00049572    -0.00344509
    11     8.51316116     8.45421026     0.05359083     0.11058889     0.06563026     0.06132112     0.10405394     0.04040342     3.54906114     3.54477515     0.01282884     0.01506661    -0.03340277     0.00343262     0.00007320    -0.01228585     0.00840085    -0.01621770     0.00033192    -0.00348831
    12     9.03136209     8.97783456     0.05792323     0.11796189     0.07243797     0.06697039     0.11101733     0.04337251     3.77929882     3.78152162     0.01593437     0.01620120    -0.03804745     0.00360286     0.00008035    -0.01293803     0.00894976    -0.01737418     0.00014459    -0.00348694
    13     9.49128061     9.44461034     0.06211340     0.12471107     0.07923732     0.07252507     0.11740498     0.04621286     3.98661660     3.99648904     0.01923725     0.01727862    -0.04280822     0.00373771     0.00009201    -0.01350171     0.00944533    -0.01843296    -0.00006397    -0.00344233
    14     9.88863081     9.85004818     0.06611689     0.13077142     0.08593545     0.07791660     0.12315650     0.04889852     4.16844415     4.18701332     0.02267469     0.01828890    -0.04760852     0.00383804     0.00010597    -0.01397155     0.00988084    -0.01938140    -0.00029045    -0.00335615
    15    10.22739384    10.19807815     0.06996646     0.13620088     0.09256939     0.08318116     0.12832791     0.05145480     4.32589406     4.35427680     0.02625057     0.01924210    -0.05246555     0.00390690     0.00012033    -0.01435125     0.01025814    -0.02022664    -0.00053637    -0.00322810
    16    10.50401830    10.48492955     0.07361299     0.14093944     0.09903997     0.08824545     0.13286287     0.05385159     4.45654925     4.49574822     0.02989886     0.02012818    -0.05729944     0.00394531     0.00013311    -0.01463494     0.01057037    -0.02095785    -0.00079886    -0.00305953
    17    10.71834907    10.71026900     0.07703299     0.14497420     0.10529068     0.09307101     0.13674924     0.05607565     4.55947608     4.61041811     0.03357433     0.02094409    -0.06206066     0.00395504     0.00014267    -0.01482029     0.01081399    -0.02157213    -0.00107647    -0.00285157
    18    10.87238128    10.87606326     0.08024171     0.14833611     0.11134031     0.09767631     0.14001707     0.05813814     4.63475165     4.69844178     0.03727854     0.02169617    -0.06675883     0.00393742     0.00014770    -0.01490559     0.01098752    -0.02207352    -0.00137158    -0.00260217
    19    10.96306135    10.97876363     0.08313010     0.15093465     0.11697300     0.10190165     0.14257748     0.05997019     4.67995232     4.75695366     0.04086809     0.02236194    -0.07122068     0.00389454     0.00014701    -0.01488675     0.01108358    -0.02244854    -0.00167480    -0.00231959
    20    10.99424618    11.02218811     0.08571580     0.15281986     0.12221174     0.10576941     0.14447736     0.06158421     4.69604962     4.78695862     0.04434476     0.02294877    -0.07545764     0.00382792     0.00013983    -0.01476405     0.01110249    -0.02270518    -0.00198806    -0.00200300
    21    10.96786683    11.00808166     0.08797328     0.15399813     0.12700040     0.10924124     0.14572079     0.06296443     4.68313356     4.78840279     0.04766275     0.02345371    -0.07941998     0.00373905     0.00012549    -0.01453648     0.01104235    -0.02284519    -0.00230937    -0.00165499
    22    10.88629939    10.93863902     0.08987777     0.15448045     0.13128528     0.11228045     0.14631579     0.06409535     4.64159161     4.76151367     0.05077770     0.02387372    -0.08305937     0.00362943     0.00010342    -0.01420356     0.01090184    -0.02287129    -0.00263660    -0.00127854
    23    10.75232532    10.81646764     0.09140584     0.15428222     0.13501607     0.11485276     0.14627420     0.06496212     4.57211623     4.70680907     0.05364739     0.02420561    -0.08632959     0.00350050     0.00007311    -0.01376549     0.01068022    -0.02278707    -0.00296751    -0.00087706
    24    10.56908808    10.64454677     0.09253600     0.15342310     0.13814673     0.11692700     0.14561159     0.06555094     4.47570635     4.62510062     0.05623254     0.02444604    -0.08918721     0.00335373     0.00003408    -0.01322313     0.01037737    -0.02259685    -0.00329974    -0.00045438
    25    10.34004677    10.42618331     0.09324935     0.15192677     0.14063647     0.11847586     0.14434716     0.06584947     4.35366228     4.51749128     0.05849751     0.02459148    -0.09159237     0.00319056    -0.00001415    -0.01257811     0.00999377    -0.02230561    -0.00363085    -0.00001469
