     0   -87.28986349   -84.74529557   -54.17314420   -53.72436840   -52.95592162   -51.26483464   -50.82169628   -50.47355693    -8.44996857    -8.09827819    -2.31186292    -2.28418449    -2.25271576    -1.00409565    -0.99375786    -0.45865935    -0.44048430    -0.40808685     1.33450689     1.33636751     6.90090526     6.90090526     6.90090526     6.90090526     6.90090526     6.90090526
     1   -87.28791783   -84.74338375   -54.17313934   -53.72435597   -52.95591766   -51.26483006   -50.82168541   -50.47355362    -8.44887393    -8.09719564    -2.31185060    -2.28418492    -2.25270181    -1.00412771    -0.99375401    -0.45864782    -0.44048853    -0.40807444     1.33446381     1.33637312     6.87773006     6.87865536     6.89771799     6.89849152     6.92320026     6.92377890
     2   -87.28209790   -84.73766863   -54.17312486   -53.72431874   -52.95590604   -51.26481632   -50.82165297   -50.47354346    -8.44559467    -8.09395513    -2.31181365    -2.28418611    -2.25265996    -1.00422668    -0.99373974    -0.45861322    -0.44050126    -0.40803718     1.33432690     1.33639766     6.85207314     6.85578833     6.89179933     6.89475548     6.94256481     6.94506996
     3   -87.27244017   -84.72819141   -54.17310075   -53.72425685   -52.95588702   -51.26479332   -50.82159930   -50.47352596    -8.44013703    -8.08856666    -2.31175198    -2.28418798    -2.25258996    -1.00439825    -0.99370979    -0.45855551    -0.44052259    -0.40797475     1.33407975     1.33645724     6.82395432     6.83226851     6.88326991     6.88967902     6.95898663     6.96479984
     4   -87.25909610   -84.71510607   -54.17306709   -53.72417113   -52.95586087   -51.26476105   -50.82152535   -50.47350068    -8.43256339    -8.08109571    -2.31166606    -2.28419042    -2.25249204    -1.00464783    -0.99365807    -0.45847522    -0.44055248    -0.40788712     1.33371005     1.33656532     6.79361468     6.80820810     6.87234646     6.88329288     6.97238554     6.98287589
     5   -87.24207998   -84.69843191   -54.17302341   -53.72406153   -52.95582737   -51.26471903   -50.82143131   -50.47346674    -8.42284972    -8.07152264    -2.31155527    -2.28419337    -2.25236504    -1.00498460    -0.99357734    -0.45837193    -0.44059125    -0.40777292     1.33320783     1.33672961     6.76092204     6.78339501     6.85913326     6.87555663     6.98288294     6.99945772
     6   -87.22169194   -84.67846828   -54.17296977   -53.72392981   -52.95578668   -51.26466734   -50.82131894   -50.47342371    -8.41112717    -8.05998081    -2.31142064    -2.28419675    -2.25220959    -1.00541265    -0.99346171    -0.45824685    -0.44063869    -0.40763226     1.33257610     1.33694973     6.72628686     6.75801224     6.84396158     6.86656000     6.99042886     7.01443206
     7   -87.19816829   -84.65545147   -54.17290594   -53.72377728   -52.95573868   -51.26460579   -50.82118963   -50.47337096    -8.39748509    -8.04656230    -2.31126265    -2.28420050    -2.25202554    -1.00593683    -0.99330595    -0.45810071    -0.44069479    -0.40746444     1.33181781     1.33722352     6.68989916     6.73204280     6.82710341     6.85636010     6.99511961     7.02785037
     8   -87.17158855   -84.62946416   -54.17283112   -53.72360428   -52.95568277   -51.26453371   -50.82104390   -50.47330741    -8.38191572    -8.03126372    -2.31108052    -2.28420460    -2.25181120    -1.00656509    -0.99310471    -0.45793317    -0.44075999    -0.40726722     1.33092999     1.33755079     6.65171012     6.70529046     6.80872102     6.84494976     6.99707792     7.03984541
     9   -87.14208853   -84.60064415   -54.17274449   -53.72341147   -52.95561831   -51.26445043   -50.82088260   -50.47323200    -8.36443613    -8.01410645    -2.31087362    -2.28420906    -2.25156485    -1.00730415    -0.99285371    -0.45774413    -0.44083470    -0.40703820     1.32990953     1.33793177     6.61178244     6.67763566     6.78902377     6.83235085     6.99638618     7.05048579
    10   -87.11034586   -84.56965795   -54.17264680   -53.72320310   -52.95554578   -51.26435680   -50.82070954   -50.47314506    -8.34538297    -7.99542536    -2.31064499    -2.28421380    -2.25128907    -1.00814607    -0.99255468    -0.45753691    -0.44091800    -0.40677889     1.32877098     1.33836031     6.57086706     6.64942976     6.76856499     6.81881974     6.99319214     7.05968759
    11   -87.07648928   -84.53663530   -54.17253716   -53.72297986   -52.95546441   -51.26425217   -50.82052554   -50.47304562    -8.32476738    -7.97523564    -2.31039376    -2.28421886    -2.25098167    -1.00909594    -0.99220570    -0.45731129    -0.44101040    -0.40648627     1.32750889     1.33883796     6.52894967     6.62050335     6.74750993     6.80438285     6.98765909     7.06758280
    12   -87.04085038   -84.50190359   -54.17241528   -53.72274380   -52.95537391   -51.26413648   -50.82033255   -50.47293327    -8.30272041    -7.95367005    -2.31012035    -2.28422426    -2.25064189    -1.01015348    -0.99180717    -0.45706831    -0.44111194    -0.40615856     1.32612380     1.33936422     6.48628399     6.59089244     6.72613571     6.78915766     6.97996628     7.07423105
    13   -87.00377552   -84.46580413   -54.17228099   -53.72249713   -52.95527403   -51.26400982   -50.82013262   -50.47280779    -8.27938395    -7.93087181    -2.30982525    -2.28423001    -2.25026889    -1.01131788    -0.99136006    -0.45680913    -0.44122262    -0.40579386     1.32461606     1.33993879     6.44313274     6.56066658     6.70469818     6.77327167     6.97031128     7.07969276
    14   -86.96587557   -84.42893482   -54.17213525   -53.72224390   -52.95516542   -51.26387336   -50.81992927   -50.47267009    -8.25507429    -7.90715394    -2.30951114    -2.28423611    -2.24986459    -1.01257930    -0.99086903    -0.45653685    -0.44134162    -0.40539293     1.32299704     1.34055721     6.40005033     6.53013598     6.68356564     6.75696912     6.95898850     7.08400348
    15   -86.92701027   -84.39116241   -54.17197625   -53.72198321   -52.95504669   -51.26372572   -50.81972202   -50.47251854    -8.22962954    -7.88236270    -2.30917444    -2.28424267    -2.24942267    -1.01395313    -0.99032899    -0.45624917    -0.44147048    -0.40494835     1.32124543     1.34122757     6.35673719     6.49903910     6.66265815     6.74017262     6.94607547     7.08728002
    16   -86.88779372   -84.35308699   -54.17180526   -53.72171928   -52.95491876   -51.26356842   -50.81951449   -50.47235446    -8.20337603    -7.85682043    -2.30881783    -2.28424969    -2.24894465    -1.01543002    -0.98974445    -0.45594926    -0.44160838    -0.40446043     1.31937168     1.34194588     6.31375164     6.46775389     6.64229039     6.72312938     6.93188277     7.08954947
    17   -86.84859066   -84.31506531   -54.17162280   -53.72145478   -52.95478210   -51.26340234   -50.81930904   -50.47217857    -8.17648940    -7.83070188    -2.30844202    -2.28425719    -2.24842940    -1.01700865    -0.98911678    -0.45563861    -0.44175521    -0.40392689     1.31737586     1.34271207     6.27136547     6.43648554     6.62261226     6.70597901     6.91666150     7.09087014
    18   -86.80925339   -84.27695737   -54.17142707   -53.72118899   -52.95463547   -51.26322631   -50.81910544   -50.47198935    -8.14878860    -7.80383565    -2.30804252    -2.28426534    -2.24786819    -1.01871053    -0.98843817    -0.45531450    -0.44191293    -0.40333739     1.31522939     1.34353717     6.22930696     6.40505449     6.60351145     6.68863317     6.90045571     7.09129929
    19   -86.77115728   -84.24009766   -54.17122423   -53.72093163   -52.95448372   -51.26304633   -50.81891139   -50.47179304    -8.12117978    -7.77710389    -2.30763060    -2.28427393    -2.24727428    -1.02049030    -0.98772742    -0.45498699    -0.44207727    -0.40270484     1.31298810     1.34439969     6.18893256     6.37451909     6.58559839     6.67167501     6.88395196     7.09088269
    20   -86.73412483   -84.20431540   -54.17101314   -53.72068199   -52.95432628   -51.26286188   -50.81872662   -50.47158889    -8.09349225    -7.75034337    -2.30720215    -2.28428309    -2.24663925    -1.02236833    -0.98697701    -0.45465358    -0.44224999    -0.40201950     1.31062504     1.34531000     6.14994223     6.34471467     6.56871783     6.65500460     6.86720797     7.08968704
